"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.254128333E0,-5.977968750E0,1.950893097E0,1.473071732E1,1.601674520E1
2.264102333E0,-6.663992157E0,1.625170441E0,1.614841919E1,1.754484006E1
2.274076334E0,-6.783593445E0,1.567390594E0,1.708322525E1,1.844750493E1
2.284050333E0,-6.669380951E0,1.570534058E0,1.718636078E1,1.850184359E1
2.294024333E0,-5.535339203E0,2.590363312E0,1.561103668E1,1.676467800E1
2.303998333E0,-4.447551270E0,2.910248108E0,1.381192795E1,1.479931113E1
2.313973333E0,-4.246219940E0,2.736309814E0,1.216146011E1,1.316886052E1
2.323947333E0,-4.511468353E0,2.749931488E0,1.129640900E1,1.247093926E1
2.333921333E0,-5.216801605E0,2.562221832E0,1.149324966E1,1.287923862E1
2.343895333E0,-6.069727936E0,2.072140961E0,1.232671646E1,1.389544185E1
2.353869333E0,-6.486611023E0,1.378932495E0,1.339309891E1,1.494498831E1
2.363843333E0,-5.865702209E0,9.095086670E-1,1.394694717E1,1.515753951E1
2.373817333E0,-4.567901001E0,7.864645386E-1,1.357541977E1,1.434490390E1
2.383791334E0,-3.115621033E0,7.716453552E-1,1.252086273E1,1.292573149E1
2.393765333E0,-1.853595428E0,8.234376526E-1,1.092458221E1,1.111127185E1
2.403739333E0,-9.108558655E-1,1.077309723E0,9.207951965E0,9.315397686E0
2.413713333E0,-4.388873291E-1,1.395847321E0,7.782765656E0,7.919119464E0
2.423688333E0,-3.055146790E-1,1.738185425E0,6.693630524E0,6.922378015E0
2.433662334E0,-3.046165466E-1,2.137255554E0,5.950875092E0,6.330368623E0
2.443636333E0,-5.143304443E-1,2.413580933E0,5.581293640E0,6.102519760E0
2.453610333E0,-9.806108093E-1,2.590662689E0,5.413941650E0,6.081438557E0
2.463584333E0,-1.450184326E0,2.884202271E0,5.194048920E0,6.115537711E0
2.473558333E0,-1.762285309E0,3.234024811E0,5.139562225E0,6.322947561E0
2.483532334E0,-1.926643524E0,3.556304626E0,5.169499969E0,6.563763235E0
2.493506333E0,-2.103425903E0,3.776496735E0,5.100044403E0,6.685565124E0
2.503480333E0,-2.354603577E0,3.874393158E0,5.007985840E0,6.755368422E0
