"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.555626542E0,-2.334395599E0,5.472020874E0,6.589896240E0,8.878014852E0
1.565600542E0,-2.177521820E0,5.402265930E0,6.934928741E0,9.056451574E0
1.575574542E0,-2.022593994E0,5.303171997E0,7.156168671E0,9.133743468E0
1.585548542E0,-1.802102509E0,5.261857910E0,7.157366180E0,9.064359479E0
1.595523542E0,-1.653162231E0,5.203778687E0,7.151528320E0,8.997589416E0
1.605497542E0,-1.670675812E0,5.121449890E0,7.311545563E0,9.081800766E0
1.615471542E0,-1.748663635E0,5.013674011E0,7.707023163E0,9.359110942E0
1.625445542E0,-1.742825775E0,4.886588287E0,8.187673645E0,9.692996776E0
1.635419542E0,-1.626068573E0,4.706063690E0,8.716224518E0,1.003811259E1
1.645393542E0,-1.448088684E0,4.556674347E0,9.199868774E0,1.036811590E1
1.655367542E0,-1.334774323E0,4.398453369E0,9.502389679E0,1.055572945E1
1.665342542E0,-1.340462494E0,4.269870758E0,9.438173218E0,1.044546551E1
1.675316542E0,-1.351090393E0,4.201313324E0,9.247918854E0,1.024697429E1
1.685290542E0,-1.391805725E0,4.183051300E0,9.121731262E0,1.013119058E1
1.695264542E0,-1.486408997E0,4.159550171E0,9.013057251E0,1.003725412E1
1.705238542E0,-1.495390320E0,4.148024139E0,9.067993011E0,1.008319363E1
1.715212542E0,-1.409019928E0,4.123026123E0,9.156908112E0,1.014069267E1
1.725186542E0,-1.297801208E0,4.073179779E0,9.171577606E0,1.011893854E1
1.735161542E0,-1.153052216E0,3.991599426E0,9.023984528E0,9.934520227E0
1.745135542E0,-1.055006104E0,3.963457947E0,8.756790161E0,9.669716164E0
1.755109542E0,-1.067430267E0,3.982618103E0,8.333171082E0,9.297440218E0
1.765083542E0,-1.216370544E0,4.008065186E0,7.823031921E0,8.873780044E0
1.775057542E0,-1.374292145E0,4.087250519E0,7.282805328E0,8.463660506E0
1.785031542E0,-1.471889191E0,4.174519043E0,6.844816132E0,8.151354176E0
1.795005542E0,-1.467248840E0,4.217928772E0,6.693331146E0,8.046391994E0
1.804980542E0,-1.406774597E0,4.186344452E0,6.743327179E0,8.060828498E0
1.814954542E0,-1.243164825E0,4.213887177E0,7.125781860E0,8.371324330E0
1.824928542E0,-8.208929443E-1,4.224515076E0,7.803871765E0,8.911835242E0
1.834902542E0,-3.366499329E-1,4.196074219E0,8.428672485E0,9.421406046E0
1.844876542E0,1.923500061E-1,4.117188263E0,8.905281372E0,9.812862683E0
1.854850542E0,6.565347290E-1,4.039649506E0,9.311237183E0,1.017098539E1
1.864824542E0,9.656419373E-1,3.964206390E0,9.660161591E0,1.048647313E1
1.874799542E0,1.187630310E0,3.879482574E0,9.978848877E0,1.077210637E1
1.884773542E0,1.338067474E0,3.827091522E0,1.021760239E1,1.099256351E1
1.894747542E0,1.413809967E0,3.762126617E0,1.023960663E1,1.100009087E1
1.904721542E0,1.440304871E0,3.646117859E0,1.010294083E1,1.083688456E1
1.914695542E0,1.450633392E0,3.541335754E0,9.772727509E0,1.049531320E1
1.924669542E0,1.418600006E0,3.556154938E0,9.317224731E0,1.007319913E1
1.934643542E0,1.370549927E0,3.720213776E0,8.833430786E0,9.682349771E0
1.944618542E0,1.375489655E0,3.974684601E0,8.411757660E0,9.404666735E0
1.954592542E0,1.339564362E0,4.224515076E0,8.103847961E0,9.236520562E0
1.964566917E0,1.345402222E0,4.429888000E0,7.884553986E0,9.143314847E0
1.974540917E0,1.395398254E0,4.573589172E0,7.753726044E0,9.109616993E0
