"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.697146083E0,7.861501923E0,-6.954837341E0,8.836125183E-1,1.053345841E1
1.707114083E0,5.269941101E0,-8.133636017E0,8.530760193E-1,9.729134224E0
1.717082083E0,2.697390747E0,-7.729476471E0,7.255412292E-1,8.218706311E0
1.727050083E0,1.285122574E1,-4.419409790E0,-2.132315826E0,1.375616068E1
1.737019083E0,1.622251511E1,1.193917236E0,-3.263064423E0,1.659044979E1
1.746987083E0,1.813044754E1,4.987328796E0,2.665956116E-1,1.880578767E1
1.756955083E0,1.818104233E1,5.060526581E0,5.433700562E-2,1.887225959E1
1.766923083E0,1.555280777E1,3.037184143E0,-2.601589966E-1,1.584872234E1
1.776891083E0,1.283835251E1,6.162684631E-1,2.208208008E0,1.304144411E1
1.786859083E0,8.999734955E0,-2.781815186E0,3.392694855E0,1.001219773E1
1.796827083E0,8.146808624E0,-4.543651428E0,2.115700378E0,9.565116160E0
1.806795083E0,1.118069962E1,-3.480861511E0,3.692072296E0,1.227826692E1
1.816763083E0,1.309791275E1,-2.791694641E0,4.220174103E0,1.404132283E1
1.826731083E0,1.092009155E1,-3.995790710E0,2.467019806E0,1.188700676E1
1.836699083E0,1.001342697E1,-4.881349182E0,3.866459656E-1,1.114655932E1
1.846667083E0,9.331295471E0,-4.675078125E0,-1.730251923E0,1.057937627E1
1.856635083E0,8.420738983E0,-4.030817871E0,-3.218307495E0,9.874909664E0
1.866603083E0,8.230185242E0,-3.663781128E0,-3.546724548E0,9.681864298E0
1.876571083E0,7.879464569E0,-4.446802826E0,-3.210523682E0,9.600389553E0
1.886539083E0,8.480315094E0,-5.169350281E0,-2.436333618E0,1.022612575E1
1.896507083E0,1.122500748E1,-4.631369019E0,-6.129753113E-1,1.215837615E1
1.906475083E0,1.239766891E1,-4.090693359E0,2.125579834E-2,1.305512997E1
1.916443083E0,1.446606766E1,-3.498075714E0,-7.170089722E-2,1.488317131E1
1.926412083E0,1.583242630E1,-2.425106964E0,-2.230361938E-2,1.601709598E1
1.936380083E0,1.528546371E1,-1.979932709E0,-4.046086121E-1,1.541847083E1
1.946348083E0,1.432895279E1,-2.368824005E0,-4.933740234E-1,1.453181452E1
1.956316083E0,1.429123123E1,-2.805915070E0,-5.510041809E-1,1.457450017E1
1.966284083E0,1.403436539E1,-3.750899963E0,-8.069718933E-1,1.454935964E1
